date,Aspropirgos,Galatsi,Kiourka,Menidi,Total
1997-10-09,10080,329220,101700,522240,963240
1997-10-10,11060,341710,105710,505030,963510
1997-10-11,12980,340280,123940,511410,988610
1997-10-12,11930,312700,111420,456760,892810
1997-10-13,40350,321910,95700,470050,928010
1997-10-14,45730,336460,85050,449030,916270
1997-10-15,44070,335110,91150,448710,919040
1997-10-16,45200,329990,81300,465310,921800
1997-10-17,43550,330060,84310,444370,902290
1997-10-18,43760,329030,80950,458890,912630
1997-10-19,38340,324900,66570,404910,834720
1997-10-20,40050,320910,68720,434440,864120
1997-10-21,41690,325640,79520,429330,876180
1997-10-22,40880,317770,70390,432580,861620
1997-10-23,41480,311470,71060,439170,863180
1997-10-24,43470,343590,69430,429360,885850
1997-10-25,40070,329750,70780,432400,873000
1997-10-26,37600,312650,73550,393700,817500
1997-10-27,41300,309060,67780,415060,833200
1997-10-28,39370,320900,64460,405390,830120
1997-10-29,39420,314480,62420,422160,838480
1997-10-30,41190,299430,60680,405450,806750
1997-10-31,39720,331570,73630,311070,755990
1997-11-01,38980,352470,83820,428550,903820
1997-11-02,38570,312750,87860,412870,852050
1997-11-03,40310,333110,103210,431830,908460
1997-11-04,36670,330260,75850,418690,861470
1997-11-05,40370,319520,80090,404190,844170
1997-11-06,39470,334180,78400,407780,859830
1997-11-07,39470,336900,84770,408530,869670
1997-11-08,40450,341040,83090,432900,897480
1997-11-09,40170,318660,73180,339910,771920
1997-11-10,40640,325330,70280,430010,866260
1997-11-11,39760,336570,70900,416650,863880
1997-11-12,38270,325730,79270,405400,848670
1997-11-13,34800,248250,73560,477380,833990
1997-11-14,37650,305790,76050,444810,864300
1997-11-15,32590,319550,74340,408240,834720
1997-11-16,33540,303600,71470,391470,800080
1997-11-17,34100,325450,65810,383330,808690
1997-11-18,33270,301230,67100,407200,808800
1997-11-19,34430,313130,71570,400700,819830
1997-11-20,34540,313360,67020,383070,797990
1997-11-21,35740,323990,72140,379720,811590
1997-11-22,38320,351200,74450,424500,888470
1997-11-23,34060,319090,54670,389510,797330
1997-11-24,34440,312890,60380,383100,790810
1997-11-25,34820,325370,68690,390110,818990
1997-11-26,35450,312180,67170,385910,800710
1997-11-27,35160,331930,76590,385250,828930
1997-11-28,35280,318630,66670,388330,808910
1997-11-29,33870,329700,70060,408910,842540
1997-11-30,33480,321450,67840,383750,806520
1997-12-01,35400,271990,71690,428490,807570
1997-12-02,35400,317800,69900,387830,810930
1997-12-03,34390,298150,69900,391310,793750
1997-12-04,33910,304860,68230,383130,790130
1997-12-05,35060,353010,69590,381930,839590
1997-12-06,34090,321090,70850,406730,832760
1997-12-07,29900,287220,64590,374670,756380
1997-12-08,35260,303810,65580,383550,788200
1997-12-09,30920,311600,64380,380390,787290
1997-12-10,32380,310710,66840,398600,808530
1997-12-11,37070,310220,67050,398970,813310
1997-12-12,33150,314580,65730,405050,818510
1997-12-13,35380,309500,66890,448330,860100
1997-12-14,32580,297690,62120,407710,800100
1997-12-15,32180,282890,63310,409430,787810
1997-12-16,36630,314540,64490,408010,823670
1997-12-17,33540,223920,64160,476720,798340
1997-12-18,31490,213980,63340,493810,802620
1997-12-19,34020,215230,66620,493690,809560
1997-12-20,31750,258280,67030,459460,816520
1997-12-21,33240,220570,67950,464180,785940
1997-12-22,35780,225160,66170,505510,832620
1997-12-23,37980,218150,73070,493520,822720
1997-12-24,36530,221310,66870,537140,861850
1997-12-25,30500,210180,64010,427200,731890
1997-12-26,32360,176110,65410,472160,746040
1997-12-27,34960,188640,70220,490390,784210
1997-12-28,30980,183690,66200,449770,730640
1997-12-29,37330,196730,66270,508470,808800
1997-12-30,36260,184100,66060,507240,793660
1997-12-31,34000,278050,69760,450190,832000
1998-01-01,30420,227590,63980,370670,692660
1998-01-02,33780,245830,58180,439510,777300
1998-01-03,34790,272040,59180,426910,792920
1998-01-04,35130,273240,56680,400140,765190
1998-01-05,35550,322410,55670,401510,815140
1998-01-06,33400,293920,55580,373200,756100
1998-01-07,9450,314550,51250,432390,807640
1998-01-08,31330,306890,57670,415280,811170
1998-01-09,35100,322460,56630,399330,813520
1998-01-10,36950,303320,57230,431330,828830
1998-01-11,32760,291610,54430,379340,758140
1998-01-12,37440,334790,53230,393040,818500
1998-01-13,37460,343890,53710,405070,840130
1998-01-14,37850,321240,55050,408190,822330
1998-01-15,34000,306690,58160,410340,809190
1998-01-16,36250,271780,54720,417540,780290
1998-01-17,37290,321160,55050,427570,841070
1998-01-18,30690,315890,56750,385880,789210
1998-01-19,38540,340110,52630,392230,823510
1998-01-20,35620,313550,55520,378930,783620
1998-01-21,35100,297290,51730,399410,783530
1998-01-22,33860,323030,49670,397790,804350
1998-01-23,34410,340690,58920,395790,829810
1998-01-24,37440,333390,64640,406750,842220
1998-01-25,37370,313230,61710,376230,788540
1998-01-26,33480,318710,62350,369320,783860
1998-01-27,33630,299340,61770,381680,776420
1998-01-28,33650,275350,62980,448610,820590
1998-01-29,37170,249140,71770,457290,815370
1998-01-30,31860,241750,65830,484240,823680
1998-01-31,36330,235710,84080,519950,876070
1998-02-01,31340,182850,72280,463310,749780
1998-02-02,32860,201410,70960,489880,795110
1998-02-03,34360,212720,70610,491020,808710
1998-02-04,32130,203090,66460,508870,810550
1998-02-05,33850,207990,62570,497840,802250
1998-02-06,34430,222230,63080,473370,793110
1998-02-07,33100,233810,68400,515240,850550
1998-02-08,32450,194370,73290,504170,804280
1998-02-09,35270,187960,68520,532880,824630
1998-02-10,34740,169620,65710,526350,796420
1998-02-11,35020,167230,70060,538970,811280
1998-02-12,38410,171560,69840,539060,818870
1998-02-13,37130,225210,72280,499170,833790
1998-02-14,37860,218260,74930,547180,878230
1998-02-15,32910,187720,74750,515740,811120
1998-02-16,37720,194890,69960,514430,817000
1998-02-17,37360,216000,68230,476540,798130
1998-02-18,34570,213730,67520,462200,778020
1998-02-19,34050,227110,70330,477100,808590
1998-02-20,38030,241800,73300,481730,834860
1998-02-21,38160,238870,86930,500610,864570
1998-02-22,34970,228490,86300,457330,807090
1998-02-23,40070,294100,72810,434390,841370
1998-02-24,37810,289920,75130,416060,818920
1998-02-25,36420,300600,78520,411720,827260
1998-02-26,34880,299700,71780,396390,802750
1998-02-27,34880,316140,82680,397930,831630
1998-02-28,36180,321030,88280,420710,866200
1998-03-01,41270,282980,90890,365090,780230
1998-03-02,40150,287400,86600,364090,778240
1998-03-03,38330,332040,81840,431810,884020
1998-03-04,40270,298490,79190,422270,840220
1998-03-05,38820,320410,80670,407210,847110
1998-03-06,38440,276180,78970,456620,850210
1998-03-07,40500,331880,92330,432370,897080
1998-03-08,38650,281360,91230,441600,852840
1998-03-09,36970,343690,76130,386300,843090
1998-03-10,34570,290710,67670,396120,789070
1998-03-11,32680,320210,67520,383770,804180
1998-03-12,35070,314820,66650,373000,789540
1998-03-13,34940,285080,68980,404240,793240
1998-03-14,36350,329940,72250,410450,848990
1998-03-15,32440,291100,71890,377960,773390
1998-03-16,33730,302720,66930,386370,789750
1998-03-17,33500,294330,66740,397730,792300
1998-03-18,35170,305080,67780,393290,801320
1998-03-19,34580,312480,69420,397810,814290
1998-03-20,34580,313210,70090,394880,812760
1998-03-21,34360,319020,70320,425400,849100
1998-03-22,33490,283200,66720,383840,767250
1998-03-23,30860,301830,69470,396450,798610
1998-03-24,34790,300610,71870,398050,805320
1998-03-25,37450,285990,69270,371100,763810
1998-03-26,29560,282470,71580,387860,771470
1998-03-27,31730,301760,86470,386600,806560
1998-03-28,37590,314310,75650,398080,825630
1998-03-29,37590,297090,76710,406220,817610
1998-03-30,37300,260510,69910,449790,817510
1998-03-31,33330,265340,71910,429510,800090
1998-04-01,38300,204300,70290,516730,829620
1998-04-02,36750,206700,71650,520540,835640
1998-04-03,53480,234040,74300,491730,853550
1998-04-04,43430,308250,84770,490880,927330
1998-04-05,40590,261280,83870,446410,832150
1998-04-06,40160,268560,67370,486690,862780
1998-04-07,40160,265710,70060,505720,881650
1998-04-08,40820,261120,70620,518980,891540
1998-04-09,40980,244790,72090,539040,896900
1998-04-10,40980,261260,77940,490330,870510
1998-04-11,40320,298940,81330,483960,904550
1998-04-12,42670,299920,78360,474650,895600
1998-04-13,44020,279260,81480,513770,918530
1998-04-14,42730,311460,80100,438440,872730
1998-04-15,45270,285050,95120,474060,899500
1998-04-16,46770,313600,93410,437450,891230
1998-04-17,41710,271970,94060,369540,777280
1998-04-18,46290,292200,112950,427550,878990
1998-04-19,36870,194500,88190,323510,643070
1998-04-20,42700,260390,102560,379590,785240
1998-04-21,47930,256640,105430,492320,902320
1998-04-22,46230,207710,104860,542460,901260
1998-04-23,41990,196850,88500,535060,862400
1998-04-24,42460,206410,98390,502660,849920
1998-04-25,36520,213530,79210,481620,810880
1998-04-26,36810,188600,77860,490750,794020
1998-04-27,39100,239680,77840,506170,862790
1998-04-28,41070,208030,91600,545680,886380
1998-04-29,38440,203680,78190,491980,812290
1998-04-30,43320,215550,89380,535020,883270
1998-05-01,41980,238500,105780,442620,828880
1998-05-02,47780,236960,110050,513400,908190
1998-05-03,43740,273270,94990,441800,853800
1998-05-04,46160,300950,89710,468310,905130
1998-05-05,45660,340470,95900,489150,971180
1998-05-06,51520,336740,100910,465800,954970
1998-05-07,47820,335110,97330,449940,930200
1998-05-08,49230,324690,101530,457490,932940
1998-05-09,38240,294360,83200,409200,825000
1998-05-10,40890,319280,82020,414010,856200
1998-05-11,43160,341340,80170,441530,906200
1998-05-12,45600,284470,83520,429260,842850
1998-05-13,42550,316680,87770,434650,881650
1998-05-14,52410,335220,99370,464460,951460
1998-05-15,47250,321670,100490,457630,927040
1998-05-16,44750,311960,104590,447610,908910
1998-05-17,38740,303280,90220,376130,808370
1998-05-18,40410,311330,85550,407040,844330
1998-05-19,37200,294980,78560,395030,805770
1998-05-20,44330,323120,93540,443020,904010
1998-05-21,45250,314280,87110,530870,977510
1998-05-22,48520,309610,99420,452130,909680
1998-05-23,49010,324310,115560,449470,938350
1998-05-24,45000,288070,107280,435980,876330
1998-05-25,45210,326510,89510,414590,875820
1998-05-26,47550,339280,88990,443400,919220
1998-05-27,46170,266320,86330,533970,932790
1998-05-28,49380,321500,94630,502800,968310
1998-05-29,46270,343850,87080,449160,926360
1998-05-30,43930,330840,89500,456670,920940
1998-05-31,47550,329210,107900,446790,931450
1998-06-01,49680,365170,85740,479940,980530
1998-06-02,51970,360490,91410,480010,983880
1998-06-03,52880,332200,96540,513070,994690
1998-06-04,54470,343220,100810,499350,997850
1998-06-05,55990,356730,108060,492690,1013470
1998-06-06,56060,349710,139150,486930,1031850
1998-06-07,55600,305890,135790,460520,957800
1998-06-08,49930,339810,130620,483090,1003450
1998-06-09,51840,324030,115200,508910,999980
1998-06-10,48580,341980,109870,512990,1013420
1998-06-11,50710,340810,98950,529230,1019700
1998-06-12,56210,341450,124120,545090,1066870
1998-06-13,54700,336900,144070,522900,1058570
1998-06-14,51890,301630,132870,498480,984870
1998-06-15,53460,327690,124450,529720,1035320
1998-06-16,54870,329840,114570,511680,1010960
1998-06-17,55150,355920,123670,529650,1064390
1998-06-18,55660,338550,118740,540840,1053790
1998-06-19,56270,326670,131820,528340,1043100
1998-06-20,56640,329380,143590,519140,1048750
1998-06-21,51960,293330,122090,483800,951180
1998-06-22,55470,334600,123260,527940,1041270
1998-06-23,55670,342620,133050,530500,1061840
1998-06-24,55090,348340,139550,536920,1079900
1998-06-25,55790,349680,132140,553490,1091100
1998-06-26,60000,342610,147590,541290,1091490
1998-06-27,61260,347620,165970,514400,1089250
1998-06-28,58390,313830,155020,500410,1027650
1998-06-29,59130,348510,152430,529550,1089620
1998-06-30,60610,350180,161160,531850,1103800
1998-07-01,61500,359900,184670,563310,1169380
1998-07-02,63550,383720,220350,513010,1180630
1998-07-03,69780,390680,220450,553280,1234190
1998-07-04,67810,364590,229300,536460,1198160
1998-07-05,64300,358940,212400,510570,1146210
1998-07-06,65300,341850,188820,534860,1130830
1998-07-07,61960,343240,186920,533910,1126030
1998-07-08,63130,359450,171780,550290,1144650
1998-07-09,61590,334330,154320,531820,1082060
1998-07-10,60700,343440,150440,529890,1084470
1998-07-11,62250,346490,180180,546840,1135760
1998-07-12,62240,287630,170240,539820,1059930
1998-07-13,65150,340220,161060,565460,1131890
1998-07-14,63620,353210,163650,591370,1171850
1998-07-15,66790,359130,168480,561510,1155910
1998-07-16,59810,350930,158080,537240,1106060
1998-07-17,63270,337890,149040,532910,1083110
1998-07-18,63100,315550,150470,566820,1095940
1998-07-19,63150,308070,156720,471560,999500
1998-07-20,61300,349740,152070,500050,1063160
1998-07-21,63540,357780,156270,500930,1078520
1998-07-22,64630,359200,165990,513420,1103240
1998-07-23,65290,355130,183550,519800,1123770
1998-07-24,68570,361050,163210,521910,1114740
1998-07-25,68930,360490,170150,516780,1116350
1998-07-26,61790,340640,184610,492000,1079040
1998-07-27,68490,377790,167050,533070,1146400
1998-07-28,69850,377480,188010,523990,1159330
1998-07-29,68060,367390,183110,522800,1141360
1998-07-30,67430,342030,192910,514120,1116490
1998-07-31,68110,349080,197510,519260,1133960
1998-08-01,66650,325030,202610,481020,1075310
1998-08-02,64890,303850,215410,500340,1084490
1998-08-03,68610,337170,204610,512660,1123050
1998-08-04,67590,372880,203990,507490,1151950
1998-08-05,70810,338600,216210,524450,1150070
1998-08-06,67250,381380,185510,482240,1116380
1998-08-07,64510,365250,179600,480380,1089740
1998-08-08,64920,322650,166700,473280,1027550
1998-08-09,62220,305230,157840,439700,964990
1998-08-10,64330,352780,155830,469810,1042750
1998-08-11,63780,348660,161460,455000,1028900
1998-08-12,64440,321000,160830,476780,1023050
1998-08-13,63160,338210,160630,476810,1038810
1998-08-14,65810,334270,164890,474480,1039450
1998-08-15,58470,269380,146610,395480,869940
1998-08-16,64020,300060,148630,424110,936820
1998-08-17,64940,328360,152010,457240,1002550
1998-08-18,64090,337720,148570,457230,1007610
1998-08-19,62720,336150,150930,469010,1018810
1998-08-20,61920,342640,145000,470880,1020440
1998-08-21,64830,337870,145100,515130,1062930
1998-08-22,69860,311540,150940,513690,1046030
1998-08-23,65230,339920,144420,519800,1069370
1998-08-24,67810,354430,153600,439140,1014980
1998-08-25,65120,348000,154370,485190,1052680
1998-08-26,65850,361710,147500,474970,1050030
1998-08-27,66420,334770,144600,475230,1021020
1998-08-28,65290,364190,150610,527980,1108070
1998-08-29,63260,367010,160430,501420,1092120
1998-08-30,60060,342580,141370,489680,1033690
1998-08-31,58090,363720,136460,511300,1069570
1998-09-01,56780,380150,133810,486650,1057390
1998-09-02,57240,396370,138030,493510,1085150
1998-09-03,57600,384650,138900,504360,1085510
1998-09-04,58170,371480,140630,520420,1090700
1998-09-05,59760,364690,145800,486750,1057000
1998-09-06,57590,354090,137290,432280,981250
1998-09-07,56800,397530,136250,500210,1090790
1998-09-08,56720,397060,128830,499170,1081780
1998-09-09,56250,387730,141200,481490,1066670
1998-09-10,56020,413890,131510,513000,1114420
1998-09-11,57190,386200,141010,529030,1113430
1998-09-12,58800,417160,152590,484840,1113390
1998-09-13,54300,354580,137300,474970,1021150
1998-09-14,56300,403720,132490,492050,1084560
1998-09-15,52260,405320,140710,493950,1092240
1998-09-16,51790,376980,141150,527590,1097510
1998-09-17,52010,389890,130250,477050,1049200
1998-09-18,53710,387680,142200,500490,1084080
1998-09-19,47450,368650,123660,463290,1003050
1998-09-20,46200,373110,115690,456150,991150
1998-09-21,46260,385790,113030,472350,1017430
1998-09-22,48020,372180,106460,471360,998020
1998-09-23,48590,364560,103930,480050,997130
1998-09-24,45170,355140,112320,467620,980250
1998-09-25,47150,349590,111190,478110,986040
1998-09-26,50730,369300,137950,428890,986870
1998-09-27,49040,355590,124280,473890,1002800
1998-09-28,45750,382830,116990,466840,1012410
1998-09-29,41170,381080,102780,502350,1027380
1998-09-30,44170,394270,105150,464240,1007830
1998-10-01,46430,371890,104380,458950,981650
1998-10-02,47530,369160,114780,477070,1008540
1998-10-03,47680,392570,120160,484610,1045020
1998-10-04,47420,391310,127900,448810,1015440
1998-10-05,47200,401250,109620,469000,1027070
1998-10-06,47090,409310,108090,460460,1024950
1998-10-07,47350,402420,106690,461360,1017820
1998-10-08,48490,408270,102890,472520,1032170
1998-10-09,48490,406660,119340,484710,1059200
1998-10-10,54480,409700,135030,462440,1061650
1998-10-11,43690,340850,107860,412560,904960
1998-10-12,46100,396050,95880,427570,965600
1998-10-13,41130,388750,94690,425270,949840
1998-10-14,38650,385130,86680,390280,900740
1998-10-15,39220,395630,92330,404860,932040
1998-10-16,42990,414100,92810,405160,955060
1998-10-17,45110,378900,97050,427310,948370
1998-10-18,40200,353550,89750,372610,856110
1998-10-19,43880,385570,95780,422810,948040
1998-10-20,45970,402050,96430,367120,911570
1998-10-21,49960,378090,89800,481960,999810
1998-10-22,44020,373400,90870,421780,930070
1998-10-23,44700,392380,90170,419690,946940
1998-10-24,47420,386730,110640,464530,1009320
1998-10-25,41640,380910,90800,396070,909420
1998-10-26,42010,370790,84090,406560,903450
1998-10-27,41490,375520,88850,412550,918410
1998-10-28,44380,368780,93800,404350,911310
1998-10-29,47180,381200,86700,414040,929120
1998-10-30,49030,410770,98060,433130,990990
1998-10-31,50070,386580,98500,441290,976440
1998-11-01,48110,357080,95160,403540,903890
1998-11-02,46410,388040,89510,421860,945820
1998-11-03,47920,380480,86200,430420,945020
1998-11-04,44680,382650,90550,430130,948010
1998-11-05,46010,380110,90750,449950,966820
1998-11-06,48040,396120,93450,435480,973090
1998-11-07,48700,398140,107910,443380,998130
1998-11-08,40640,344800,91070,419720,896230
1998-11-09,41930,460500,85190,297300,884920
1998-11-10,42580,434630,104530,330340,912080
1998-11-11,43340,403720,90210,416830,954100
1998-11-12,39590,394930,82590,382350,899460
1998-11-13,39420,376420,80370,405090,901300
1998-11-14,40190,371820,80080,420260,912350
